job_id,company_id,company_name,title,location,work_type,experience_level,posting_date,views,applies,workplace_model,Role_Category,Annualized_Salary
3245063922,224935.0,Saxon AI,Data Architect,"San Francisco, CA",CONTRACT,,1713536822000.0,7.0,1.0,On-site / Hybrid,Data Engineering,
3540371917,3252.0,KeyBank,Enterprise Data & Analytics Infrastructure Manager,"Cleveland, OH",FULL_TIME,,1713451518000.0,30.0,1.0,On-site / Hybrid,Data Analytics,
3742692445,81941852.0,ZenithMinds Inc,Sr Data Engineer with Kafka,"Austin, TX",FULL_TIME,,1713208673000.0,39.0,10.0,On-site / Hybrid,Data Engineering,
3797449314,91080439.0,"Subaru Research and Development, Inc",Cloud Platform/ Big Data Engineer,"Michigan, United States",FULL_TIME,Entry level,1713553054000.0,7.0,1.0,On-site / Hybrid,Data Engineering,
3800989742,71373471.0,SilverSpace Technologies Inc,Data Engineer/ETL,"Hartford, CT",CONTRACT,,1713533813000.0,39.0,12.0,On-site / Hybrid,Data Engineering,
3813645405,82537206.0,Tenazx Inc,Data Analyst,"Queens, NY",CONTRACT,,1713465279000.0,4.0,,On-site / Hybrid,Data Analytics,
3841003722,,,Senior Data Engineer/Analyst - Full Time,"California, United States",FULL_TIME,,1709736254000.0,38.0,18.0,On-site / Hybrid,Data Analytics,216320.0
3848960304,82669556.0,Symbolica AI,Senior Machine Learning Research Engineer,San Francisco Bay Area,FULL_TIME,,1712669599000.0,12.0,,On-site / Hybrid,Data Science,250000.0
3871631334,490432.0,NLB Services,Machine Learning Engineer,"Dallas, TX",FULL_TIME,,1712669525000.0,22.0,8.0,On-site / Hybrid,Data Science,
3872787865,3342169.0,Radiant Systems Inc,eCommerce Data Analyst,United States,CONTRACT,,1713277624000.0,102.0,,On-site / Hybrid,Data Analytics,
3884426975,10801655.0,Publicis Sapient,Azure Data Engineer (Full time),"Arlington, VA",FULL_TIME,Mid-Senior level,1712346379000.0,40.0,11.0,On-site / Hybrid,Data Engineering,120000.0
3884430616,25461.0,EPITEC,Data Management Analyst,United States,CONTRACT,Entry level,1712346572000.0,41.0,13.0,On-site / Hybrid,Data Analytics,87360.0
3884430958,77117.0,Quigley-Simpson,"Senior Analyst, Data & Analytics",Los Angeles Metropolitan Area,FULL_TIME,Mid-Senior level,1712347901000.0,40.0,13.0,On-site / Hybrid,Data Analytics,91500.0
3884431580,2329852.0,"Econtenti, Inc",Azure Data Engineer,"Seattle, WA",FULL_TIME,,1712346690000.0,16.0,5.0,On-site / Hybrid,Data Engineering,
3884431726,11115.0,Infinite Computer Solutions,Junior ETL QA Test Engineer,United States,FULL_TIME,Mid-Senior level,1712347089000.0,189.0,57.0,On-site / Hybrid,Data Engineering,
3884432522,74604183.0,MCubeSoft,Wealth Management Business Data Analyst,"Charlotte, NC",FULL_TIME,,1712346408000.0,8.0,,On-site / Hybrid,Data Analytics,
3884432812,79482021.0,Ehub Global Inc,Generative AI Engineer,"Jersey City, NJ",CONTRACT,Mid-Senior level,1712348434000.0,33.0,5.0,On-site / Hybrid,Data Science,
3884434664,35679573.0,TechWish,GCP Data Engineer (Only W2),"Sterling, VA",CONTRACT,Mid-Senior level,1712347999000.0,78.0,33.0,On-site / Hybrid,Data Engineering,
3884434978,92583550.0,Outlier,"Senior Data Analyst - AI Training (Remote, Contract)",United States,CONTRACT,Mid-Senior level,1712349342000.0,258.0,61.0,Remote,Data Analytics,114400.0
3884435156,11056.0,Insight Global,Business Intelligence Analyst,"Fishers, IN",FULL_TIME,Associate,1712346843000.0,83.0,30.0,On-site / Hybrid,Data Analytics,63500.0
3884435224,101591290.0,SKYZEN Technologies LLC,Data Engineer,"Philadelphia, PA",CONTRACT,,1712347842000.0,102.0,54.0,On-site / Hybrid,Data Engineering,
3884435309,5968.0,Armstrong World Industries,Data Scientist Job,United States,FULL_TIME,Entry level,1712347699000.0,164.0,62.0,On-site / Hybrid,Data Science,
3884436863,90396.0,Diverse Lynx,Business Intelligence Developer,United States,FULL_TIME,,1712349125000.0,12.0,,On-site / Hybrid,Data Analytics,
3884437645,17881501.0,Switch RCM,Analytics Engineer,United States,FULL_TIME,,1712350342000.0,177.0,49.0,On-site / Hybrid,Data Engineering,
3884438451,1681.0,Robert Half,Data Engineer,United States,FULL_TIME,Mid-Senior level,1712349364000.0,260.0,102.0,On-site / Hybrid,Data Engineering,110000.0
3884438958,13637042.0,USCTEK - Recruiting & Staffing,Onsite Data Analyst || USC ONLY || FL LOCALS,"Jacksonville, FL",CONTRACT,,1712350655000.0,44.0,9.0,On-site / Hybrid,Data Analytics,
3884439454,315817.0,Republic Services,Sr. Procurement Data Analyst,"Phoenix, AZ",FULL_TIME,,1712275200000.0,31.0,5.0,On-site / Hybrid,Data Analytics,
3884440505,34616.0,Avesta Computer Services,Senior ETL Data Engineer - Reinsurance - Remote,United States,FULL_TIME,Mid-Senior level,1712350233000.0,203.0,58.0,Remote,Data Engineering,
3884440568,611987.0,Ohio Department of Mental Health & Addiction Services,Hybrid - Data & Analytics Manager (Information Technology Manager 1),"Columbus, OH",FULL_TIME,Mid-Senior level,1712350356000.0,22.0,,On-site / Hybrid,Data Analytics,109387.2
3884440663,38104971.0,Pikemann,Data Warehouse Architect,"Houston, TX",FULL_TIME,Mid-Senior level,1712350602000.0,2.0,,On-site / Hybrid,Data Engineering,130000.0
3884441052,18101101.0,A.G. KUNZ LLC,Design Data Analyst,"San Francisco, CA",FULL_TIME,,1712349420000.0,167.0,61.0,On-site / Hybrid,Data Analytics,
3884441108,65533776.0,Leap Metrics,Business Intelligence Developer,"Dallas, TX",FULL_TIME,,1712351171000.0,144.0,35.0,On-site / Hybrid,Data Analytics,
3884441417,3859106.0,Verana Health,"Senior Manager, Data and Science","San Francisco, CA",FULL_TIME,Mid-Senior level,1712275200000.0,51.0,4.0,On-site / Hybrid,Data Science,183500.0
3884441553,2425438.0,OpTech,Data Analyst - Expert with Excel,"Auburn Hills, MI",CONTRACT,Mid-Senior level,1712350676000.0,186.0,72.0,On-site / Hybrid,Data Analytics,80080.0
3884441684,162750.0,BNY Mellon,"Senior Associate, Data Management & Quantitative Analysis","Houston, TX",FULL_TIME,Associate,1712275200000.0,23.0,4.0,On-site / Hybrid,Data Analytics,
3884442367,165464.0,Photon,Data Architect,"Louisville, KY",CONTRACT,Mid-Senior level,1712350579000.0,41.0,8.0,On-site / Hybrid,Data Engineering,
3884443637,86166.0,Smart IMS Inc.,Data Governance Analyst,United States,CONTRACT,,1712350986000.0,124.0,42.0,On-site / Hybrid,Data Analytics,
3884444607,2203697.0,Experis,After Hours Data Center Engineer,United States,CONTRACT,Entry level,1712275200000.0,115.0,11.0,On-site / Hybrid,Data Engineering,
3884445414,766876.0,TekWissen ®,Business Intelligence Engineer II,"Westborough, MA",CONTRACT,Associate,1712351180000.0,54.0,12.0,On-site / Hybrid,Data Analytics,120640.0
3884446629,2319.0,CBRE,Legal Data Analyst (Dallas/Chicago),"Chicago, IL",FULL_TIME,Associate,1712351362000.0,134.0,26.0,On-site / Hybrid,Data Analytics,
3884450108,766876.0,TekWissen ®,Business Intelligence Engineer II,"Seattle, WA",CONTRACT,Associate,1712351342000.0,63.0,14.0,On-site / Hybrid,Data Analytics,120640.0
3884807500,731128.0,Swoon,Reporting Analyst - 79249,Greater Seattle Area,CONTRACT,Entry level,1712366524000.0,28.0,4.0,On-site / Hybrid,Data Analytics,30.0
3884808777,164848.0,Maricopa County,Crash Data Analyst,"Phoenix, AZ",FULL_TIME,Entry level,1712368303000.0,13.0,3.0,On-site / Hybrid,Data Analytics,
3884818921,69739391.0,Data Glacier,NLP/data science/Data Analysis(Intern apr 30),United States,INTERNSHIP,,1712370816000.0,131.0,47.0,On-site / Hybrid,Data Analytics,
3884819737,50861.0,Acro Service Corp,Data Analyst,"Orlando, FL",CONTRACT,Mid-Senior level,1712370443000.0,143.0,44.0,On-site / Hybrid,Data Analytics,83200.0
3884820711,69739391.0,Data Glacier,Data Science intern ( Apr 30),United States,INTERNSHIP,,1712370681000.0,37.0,4.0,On-site / Hybrid,Data Science,
3884822884,1792.0,Stanford University,Research Data Analyst 1 (75% FTE/Hybrid Opportunity),"Stanford, CA",PART_TIME,Mid-Senior level,1712372056000.0,12.0,1.0,On-site / Hybrid,Data Analytics,60555.0
3884823184,96692.0,"V-Soft Consulting Group, Inc.",Data Engineer (SAP ECC To HANA Migration),"Charlotte, NC",CONTRACT,Entry level,1712370971000.0,31.0,8.0,On-site / Hybrid,Data Engineering,
3884824082,69739391.0,Data Glacier,Data Science/NLP intern ( Apr 30),United States,INTERNSHIP,,1712370604000.0,8.0,4.0,On-site / Hybrid,Data Science,
3884825494,165207.0,Noblis,Chief Data Engineer,"Reston, VA",FULL_TIME,Mid-Senior level,1712372093000.0,10.0,,On-site / Hybrid,Data Engineering,199500.0
3884831624,2615835.0,Piper Companies,Data Engineer,"McLean, VA",FULL_TIME,Entry level,1712373302000.0,17.0,2.0,On-site / Hybrid,Data Engineering,140000.0
3884832570,2615835.0,Piper Companies,Lead Development and Analytics Engineer,United States,FULL_TIME,Mid-Senior level,1712373293000.0,8.0,1.0,On-site / Hybrid,Data Engineering,150000.0
3884834351,2615835.0,Piper Companies,Data Engineer,"Wayne, PA",FULL_TIME,Entry level,1712373293000.0,30.0,4.0,On-site / Hybrid,Data Engineering,135000.0
3884836560,9703.0,Centene Corporation,"Senior Director, Reporting & Business Analytics","Durham, NC",FULL_TIME,,1712374112000.0,7.0,,On-site / Hybrid,Data Analytics,184350.0
3884838060,4714.0,Pacific Northwest National Laboratory,Senior Data Scientist 3 - Nonproliferation,"Richland, WA",FULL_TIME,,1712373969000.0,4.0,,On-site / Hybrid,Data Science,177000.0
3884844682,34616.0,Avesta Computer Services, Senior ETL Data Engineer (100% Remote),United States,FULL_TIME,Mid-Senior level,1712376140000.0,72.0,26.0,Remote,Data Engineering,
3884844890,1068.0,JPMorgan Chase & Co.,Marketing Analytics - Data Scientist Senior Associate,"Columbus, OH",FULL_TIME,,1712376330000.0,5.0,,On-site / Hybrid,Data Analytics,
3884847999,345589.0,Lightcast,Data Analyst (Korean),United States,CONTRACT,Entry level,1712377010000.0,44.0,7.0,On-site / Hybrid,Data Analytics,
3884848264,1068.0,JPMorgan Chase & Co.,2025 Commercial Banking Insights Programs - Corporate Client Banking & Specialized Industries Summer Analyst Program,"Atlanta, GA",FULL_TIME,,1712376343000.0,12.0,1.0,On-site / Hybrid,Data Analytics,
3884850836,345589.0,Lightcast,Data Analyst (Chinese),United States,CONTRACT,Entry level,1712376992000.0,15.0,1.0,On-site / Hybrid,Data Analytics,
3884850852,345589.0,Lightcast,Data Analyst (Japanese),United States,CONTRACT,Entry level,1712377053000.0,5.0,,On-site / Hybrid,Data Analytics,
3884852720,3807153.0,Nextracker Inc.,Sr. Data Orchestration Infra Engineer,"Fremont, CA",FULL_TIME,Mid-Senior level,1712377719000.0,11.0,2.0,On-site / Hybrid,Data Engineering,
3884853428,6593.0,Live Nation Entertainment,Data Architect,"West Hollywood, CA",FULL_TIME,Mid-Senior level,1712377225000.0,4.0,,On-site / Hybrid,Data Engineering,162000.0
3884855386,52638.0,Mainz Brady Group,Data Engineer,"Beaverton, OR",FULL_TIME,Entry level,1712378650000.0,8.0,,On-site / Hybrid,Data Engineering,
3884855862,34616.0,Avesta Computer Services,Senior Data Engineer (Property Reinsurance/ Speciality Reinsurance) - 100% Remote,United States,FULL_TIME,Mid-Senior level,1712383965000.0,5.0,,Remote,Data Engineering,
3884857142,100573707.0,Yimo,Machine Learning Researcher,"California, United States",VOLUNTEER,,1712378381000.0,23.0,6.0,On-site / Hybrid,Data Science,
3884857695,34616.0,Avesta Computer Services,Senior ETL Data Engineer - Reinsurance - Remote,United States,FULL_TIME,Mid-Senior level,1712383963000.0,28.0,11.0,Remote,Data Engineering,
3884896159,72061315.0,SS Software Technologies,Data Architect,"Dallas, TX",CONTRACT,,1712385919000.0,4.0,,On-site / Hybrid,Data Engineering,
3884910941,2911058.0,MMIT (Managed Markets Insight & Technology),Sr. Data Intelligence Analyst- RWE,United States,FULL_TIME,Associate,1712345915000.0,20.0,1.0,On-site / Hybrid,Data Analytics,
3884917966,167902.0,Zocdoc,Principal Data Scientist,"New York, NY",FULL_TIME,Entry level,1712275200000.0,18.0,,On-site / Hybrid,Data Science,208000.0
3884930756,21709.0,Titan America,Data Engineer,"Roanoke, VA",FULL_TIME,Associate,1712349678000.0,111.0,54.0,On-site / Hybrid,Data Engineering,
3884989874,1586.0,Amazon,"Data Engineer I, Revenue Reporting Service","Seattle, WA",FULL_TIME,,1711065600000.0,39.0,14.0,On-site / Hybrid,Data Engineering,
3884993204,2382910.0,Amazon Web Services (AWS),"Data Center Engineering Operations Area Manager, ADC InfraOps DCEO","Phoenix, AZ",FULL_TIME,Mid-Senior level,1710201581000.0,11.0,1.0,On-site / Hybrid,Data Engineering,
3884995028,1586.0,Amazon,"Sr. Manager, Business Intelligence , Community Operations","Nashville, TN",FULL_TIME,Mid-Senior level,1710201588000.0,11.0,1.0,On-site / Hybrid,Data Analytics,200950.0
3884996001,1586.0,Amazon,"Data Scientist, PeopleInsight","Seattle, WA",FULL_TIME,,1712188800000.0,27.0,6.0,On-site / Hybrid,Data Science,162200.0
3885101852,230220.0,Ascentt,Data Engineer,"Dallas, TX",FULL_TIME,,1712396830000.0,2.0,,On-site / Hybrid,Data Engineering,
3885102567,230220.0,Ascentt,Sr. Data Scientist - IoT and Manufacturing,"Dallas, TX",FULL_TIME,,1712397247000.0,2.0,,On-site / Hybrid,Data Science,
3885102764,2736308.0,ATC,Data Analyst-VA,"Virginia, United States",FULL_TIME,Entry level,1712403354000.0,2.0,,On-site / Hybrid,Data Analytics,
3885103563,230220.0,Ascentt,Senior Data Scientist - Forecasting,"Dallas, TX",FULL_TIME,,1712397529000.0,4.0,1.0,On-site / Hybrid,Data Science,
3885103769,2736308.0,ATC,Data Analyst-WA,"Washington, United States",FULL_TIME,Entry level,1712403284000.0,2.0,,On-site / Hybrid,Data Analytics,
3885104395,14636892.0,Troy Consultancy,Data migration Architect with Windchill,"Minneapolis, MN",CONTRACT,,1712399480000.0,2.0,,On-site / Hybrid,Data Engineering,
3885104538,2736308.0,ATC,Data Analyst-IL,"Illinois, United States",FULL_TIME,Entry level,1712403310000.0,2.0,,On-site / Hybrid,Data Analytics,
3885106434,2736308.0,ATC,Data Analyst-CA,"California, United States",FULL_TIME,Entry level,1712403262000.0,3.0,,On-site / Hybrid,Data Analytics,
3885106436,2736308.0,ATC,Data Analyst-Tx,"Texas, United States",FULL_TIME,Entry level,1712403382000.0,2.0,,On-site / Hybrid,Data Analytics,
3885107883,37768.0,"Milestone Technologies, Inc.",Database Support Analyst,Los Angeles Metropolitan Area,FULL_TIME,Mid-Senior level,1712431348000.0,5.0,,On-site / Hybrid,Data Analytics,
3885107986,27135632.0,Celebal Technologies,Data Engineer (Internship),"Dallas, TX",INTERNSHIP,,1712441734000.0,3.0,,On-site / Hybrid,Data Engineering,
3885109052,2736308.0,ATC,Data Analyst-NY,"New York, United States",FULL_TIME,Entry level,1712403406000.0,2.0,,On-site / Hybrid,Data Analytics,
3885109951,69739391.0,Data Glacier,NLP intern / Data Science intern ( Apr 30) DIN01,United States,INTERNSHIP,,1712458277000.0,25.0,5.0,On-site / Hybrid,Data Science,
3885109955,69739391.0,Data Glacier,Data Analyst/Data Science/NLP (Intern apr 30) DIN01,United States,INTERNSHIP,,1712458504000.0,23.0,6.0,On-site / Hybrid,Data Analytics,
3885110673,69739391.0,Data Glacier,Data Science intern ( Apr 30) -DIN01,United States,INTERNSHIP,,1712458215000.0,17.0,5.0,On-site / Hybrid,Data Science,
3885113115,3646575.0,Episode Solutions,Business Intelligence Developer,"Nashville, TN",FULL_TIME,Associate,1712434650000.0,,,On-site / Hybrid,Data Analytics,
3885113214,2722174.0,ZealTech,Data Analyst - Power BI & SQL,"San Francisco, CA",CONTRACT,,1712446900000.0,18.0,4.0,On-site / Hybrid,Data Analytics,
3885115226,69739391.0,Data Glacier,NLP/data science/Data Analysis(Intern apr 30) DIN01,United States,INTERNSHIP,,1712458393000.0,15.0,3.0,On-site / Hybrid,Data Analytics,
3885339663,15798900.0,Blend,"Senior MMM Analyst, Data Science","Columbia, MD",FULL_TIME,Mid-Senior level,1712362339000.0,62.0,13.0,On-site / Hybrid,Data Analytics,
3885805686,1419.0,Capital One,Data Engineer,"Richmond, VA",FULL_TIME,Entry level,1712366060000.0,12.0,1.0,On-site / Hybrid,Data Engineering,
3885805697,1419.0,Capital One,"Senior Manager, Data Science - Business Card & Payments","McLean, VA",FULL_TIME,Mid-Senior level,1712366073000.0,8.0,,On-site / Hybrid,Data Science,
3885806687,1419.0,Capital One,Data Engineer,"McLean, VA",FULL_TIME,Entry level,1712366058000.0,56.0,9.0,On-site / Hybrid,Data Engineering,
3885806976,15564.0,Tesla,"Sr. Network Engineer, AI Infrastructure","Fremont, CA",FULL_TIME,Mid-Senior level,1712368113000.0,28.0,2.0,On-site / Hybrid,Data Science,
3885807506,1419.0,Capital One,Data Science Manager - Apollo Team,"New York, NY",FULL_TIME,Mid-Senior level,1712366065000.0,7.0,,On-site / Hybrid,Data Science,
3885807632,66321745.0,SynergisticIT,Junior data scientist/software programmer,"Denver, CO",FULL_TIME,Entry level,1712366778000.0,131.0,24.0,On-site / Hybrid,Data Science,99500.0
3885807866,71575605.0,FedEx Logistics,Data Analyst II,"La Vergne, TN",FULL_TIME,,1712368565000.0,67.0,10.0,On-site / Hybrid,Data Analytics,
3885808490,1419.0,Capital One,Data Science Manager - Apollo Team,"San Francisco, CA",FULL_TIME,Mid-Senior level,1712366058000.0,5.0,,On-site / Hybrid,Data Science,
3885808491,1419.0,Capital One,Data Engineer,"Richmond, VA",FULL_TIME,Entry level,1712366058000.0,51.0,3.0,On-site / Hybrid,Data Engineering,
3885809457,1419.0,Capital One,Data Science Manager - Apollo Team,"McLean, VA",FULL_TIME,Mid-Senior level,1712366057000.0,4.0,,On-site / Hybrid,Data Science,
3885809458,1419.0,Capital One,"Senior Manager, Data Science - Business Card & Payments","New York, NY",FULL_TIME,Mid-Senior level,1712366057000.0,5.0,,On-site / Hybrid,Data Science,
3885810350,1419.0,Capital One,Data Engineer,"Plano, TX",FULL_TIME,Entry level,1712366057000.0,20.0,1.0,On-site / Hybrid,Data Engineering,
3885810353,1419.0,Capital One,Data Engineer,"McLean, VA",FULL_TIME,Entry level,1712366058000.0,29.0,5.0,On-site / Hybrid,Data Engineering,
3885810356,1419.0,Capital One,Data Science Manager - Apollo Team,"Cambridge, MA",FULL_TIME,Mid-Senior level,1712366060000.0,4.0,,On-site / Hybrid,Data Science,
3885811236,1419.0,Capital One,"Senior Manager, Data Science - Business Card & Payments","Cambridge, MA",FULL_TIME,Mid-Senior level,1712366061000.0,7.0,,On-site / Hybrid,Data Science,
3885811432,66321745.0,SynergisticIT,Junior data scientist/java programmer,"Kirkland, WA",FULL_TIME,Entry level,1712367054000.0,39.0,5.0,On-site / Hybrid,Data Science,102500.0
3885811482,66321745.0,SynergisticIT,Junior data scientist/ java programmer,"Phoenix, AZ",FULL_TIME,Entry level,1712367571000.0,28.0,3.0,On-site / Hybrid,Data Science,
3885811837,35094.0,Old Second National Bank,"Retail Data Analyst | Hybrid - Aurora, IL","Aurora, IL",FULL_TIME,Associate,1712275200000.0,6.0,,On-site / Hybrid,Data Analytics,
3885812023,66321745.0,SynergisticIT,Junior data scientist/software developer,"Austin, Texas Metropolitan Area",FULL_TIME,Entry level,1712366847000.0,137.0,25.0,On-site / Hybrid,Data Science,99500.0
3885812100,66321745.0,SynergisticIT,junior java programmer/data scientist,"Houston, TX",FULL_TIME,Entry level,1712367628000.0,65.0,9.0,On-site / Hybrid,Data Science,
3885813688,78691110.0,Bonterra,Data Analytics Engineer,United States,FULL_TIME,,1712369598000.0,215.0,44.0,On-site / Hybrid,Data Analytics,
3885814035,66321745.0,SynergisticIT,junior data scientist/ data engineer,"Virginia, United States",FULL_TIME,Entry level,1712368195000.0,23.0,1.0,On-site / Hybrid,Data Science,99500.0
3885816104,3254263.0,Robinhood,"Senior Machine Learning Engineer, Generative AI","New York, NY",FULL_TIME,Mid-Senior level,1712275200000.0,26.0,5.0,On-site / Hybrid,Data Science,
3885820475,37248822.0,Seattle Information Technology Department,"Senior Data Engineer - ITP-A, Exempt","Seattle, WA",FULL_TIME,Mid-Senior level,1712370781000.0,17.0,1.0,On-site / Hybrid,Data Engineering,134919.2
3885821403,5128.0,Nasdaq,Market Data Services Analyst,"New York, NY",FULL_TIME,,1712275200000.0,16.0,3.0,On-site / Hybrid,Data Analytics,61200.0
3885822305,165353.0,Oshkosh Corporation,"Director, Data Engineering","Oshkosh, WI",FULL_TIME,Director,1712371045000.0,9.0,,On-site / Hybrid,Data Engineering,
3885823900,2152.0,TEKsystems,Data Programmer Analyst,"San Bernardino, CA",FULL_TIME,Entry level,1712275200000.0,6.0,,On-site / Hybrid,Data Analytics,
3885828275,2152.0,TEKsystems,Data Scientist,"Irving, TX",FULL_TIME,Entry level,1712275200000.0,46.0,12.0,On-site / Hybrid,Data Science,
3885828639,1090.0,Philips,Clinical Adoption Data Scientist,"Cambridge, MA",FULL_TIME,,1712373480000.0,6.0,,On-site / Hybrid,Data Science,
3885834221,1090.0,Philips,Technical System Health Data Scientist,"Cambridge, MA",FULL_TIME,,1712373490000.0,33.0,2.0,On-site / Hybrid,Data Science,
3885856673,1441.0,Google,"Vendor Manager, Machine Learning Data Operations, gTech","Atlanta, GA",FULL_TIME,,1712377471000.0,9.0,,On-site / Hybrid,Data Science,122000.0
3885867241,18425303.0,Spectrum,Data Scientist,"Stamford, CT",FULL_TIME,Entry level,1710218523000.0,14.0,,On-site / Hybrid,Data Science,
3885871137,20299330.0,Pinecone,Data Science Intern,New York City Metropolitan Area,FULL_TIME,Internship,1712381313000.0,82.0,26.0,On-site / Hybrid,Data Science,
3886201623,,,Data_Analyst,United States,FULL_TIME,,1712387675000.0,10.0,2.0,On-site / Hybrid,Data Analytics,
3886212562,10447496.0,InterEx Group,AWS Data Analyst,"Aurora, IL",CONTRACT,Mid-Senior level,1712432630000.0,3.0,,On-site / Hybrid,Data Analytics,
3886218058,1613038.0,"The Brixton Group, Inc.",Java-Big Data Architect,"Pittsburgh, PA",CONTRACT,Mid-Senior level,1712457255000.0,44.0,4.0,On-site / Hybrid,Data Engineering,80.0
3886450755,3997420.0,Cox Automotive Inc.,Business Intelligence Analyst II,"Austin, TX",FULL_TIME,Mid-Senior level,1712633415000.0,60.0,18.0,On-site / Hybrid,Data Analytics,97250.0
3886453362,96781.0,Valor Equity Partners,Data Scientist,"Chicago, IL",FULL_TIME,Associate,1712632570000.0,8.0,3.0,On-site / Hybrid,Data Science,
3886454216,611576.0,Digital Turbine,Senior Business Intelligence Analyst,"Austin, TX",FULL_TIME,Mid-Senior level,1712632852000.0,12.0,5.0,On-site / Hybrid,Data Analytics,
3886457142,1277.0,American Express,Data Engineer,"Phoenix, AZ",FULL_TIME,Mid-Senior level,1712633405000.0,71.0,21.0,On-site / Hybrid,Data Engineering,117500.0
3886475897,418095.0,Zendesk,"Manager, Data & Analytics",United States,FULL_TIME,,1712534400000.0,29.0,1.0,On-site / Hybrid,Data Analytics,
3886477578,8117.0,The Judge Group,Data analyst with marketing analytics exp. (1039812),"San Francisco, CA",CONTRACT,Entry level,1712534400000.0,14.0,2.0,On-site / Hybrid,Data Analytics,110240.0
3886481756,5240076.0,myGwork - LGBTQ+ Business Community,JP Morgan Chase Institute - Data Science Research Associate,"Washington, United States",FULL_TIME,,1712639313000.0,8.0,,On-site / Hybrid,Data Science,
3886482728,74969321.0,Infocepts Inc,Data Analyst,"Texas City, TX",FULL_TIME,,1712641664000.0,20.0,4.0,On-site / Hybrid,Data Analytics,
3886482901,90612399.0,Sunlune,"Intern, Computer Architecture Engineer- AI Team","Santa Clara County, CA",INTERNSHIP,Internship,1712643232000.0,14.0,1.0,On-site / Hybrid,Data Science,
3886482903,,,Data Analyst,"Etna, OH",PART_TIME,,1712644788000.0,13.0,3.0,On-site / Hybrid,Data Analytics,55000.0
3886483432,226898.0,BravoTECH,"Sr. Reporting Analyst (SQL, PowerBI)","Richardson, TX",CONTRACT,Associate,1712640139000.0,13.0,2.0,On-site / Hybrid,Data Analytics,
3886483712,75103905.0,Samson Rose,Senior Machine Learning Engineer,"New York, NY",FULL_TIME,Mid-Senior level,1712642586000.0,27.0,6.0,On-site / Hybrid,Data Science,
3886486393,485531.0,StepStone Group,Private Wealth Data Science Intern,"Orlando, FL",INTERNSHIP,Internship,1712534400000.0,11.0,4.0,On-site / Hybrid,Data Science,
3886488846,75103905.0,Samson Rose,Senior Machine Learning Engineer,"Los Angeles, CA",FULL_TIME,Mid-Senior level,1712643957000.0,7.0,,On-site / Hybrid,Data Science,
3886814005,163743.0,EXL,GCP Data Engineer,"Hartford, CT",FULL_TIME,,1712644771000.0,10.0,,On-site / Hybrid,Data Engineering,
3886824626,311835.0,enableIT,Senior Data Engineer,"Houston, TX",CONTRACT,Mid-Senior level,1712646693000.0,4.0,1.0,On-site / Hybrid,Data Engineering,
3886830826,7940537.0,Cephas Consultancy Services Private Limited,Data Scientist,"California, United States",CONTRACT,,1712651750000.0,2.0,,On-site / Hybrid,Data Science,
3886837799,321076.0,Santander Consumer USA,"Sr Analyst, Controllership - SEC Reporting","Dallas, TX",FULL_TIME,Mid-Senior level,1712620800000.0,5.0,,On-site / Hybrid,Data Analytics,
3886845634,5396344.0,Trilogy International,Data Engineering Manager,"Charlotte, NC",FULL_TIME,Mid-Senior level,1712654734000.0,3.0,,On-site / Hybrid,Data Engineering,200000.0
3886877947,2736308.0,ATC,Data Analyst-CA,"California, United States",FULL_TIME,Entry level,1712662752000.0,74.0,47.0,On-site / Hybrid,Data Analytics,
3886877951,2736308.0,ATC,Data Analyst-IL,"Illinois, United States",FULL_TIME,Entry level,1712662794000.0,87.0,56.0,On-site / Hybrid,Data Analytics,
3886879480,2736308.0,ATC,Data Analyst-VA,"Virginia, United States",FULL_TIME,Entry level,1712662822000.0,110.0,60.0,On-site / Hybrid,Data Analytics,
3886879484,2736308.0,ATC,Data Analyst-NY,"New York, United States",FULL_TIME,Entry level,1712662866000.0,92.0,48.0,On-site / Hybrid,Data Analytics,
3886881338,34616.0,Avesta Computer Services,Senior Data Engineer - Python,United States,FULL_TIME,Mid-Senior level,1712662251000.0,173.0,89.0,On-site / Hybrid,Data Engineering,
3886882309,2736308.0,ATC,Data Analyst-Tx,"Texas, United States",FULL_TIME,Entry level,1712662845000.0,97.0,55.0,On-site / Hybrid,Data Analytics,
3886883057,34616.0,Avesta Computer Services,Senior ETL Data Engineer,United States,FULL_TIME,Mid-Senior level,1712662146000.0,222.0,123.0,On-site / Hybrid,Data Engineering,
3886883127,2736308.0,ATC,Data Analyst-WA,"Washington, United States",FULL_TIME,Entry level,1712662774000.0,104.0,63.0,On-site / Hybrid,Data Analytics,
3886883337,165464.0,Photon,Lead AI Engineer,"Virginia, United States",FULL_TIME,Mid-Senior level,1712664738000.0,56.0,20.0,On-site / Hybrid,Data Science,
3886885021,10510386.0,Revature,Senior Data Engineer,United States,FULL_TIME,Mid-Senior level,1712663509000.0,144.0,91.0,On-site / Hybrid,Data Engineering,
3886885164,164044.0,Great American Insurance Group,Senior Data Developer/Analyst,"Cincinnati, OH",FULL_TIME,Associate,1712664831000.0,106.0,,On-site / Hybrid,Data Analytics,
3886885615,11056.0,Insight Global,Data Analyst,United States,CONTRACT,Associate,1712666189000.0,488.0,179.0,On-site / Hybrid,Data Analytics,
3886888448,,,Entry Level Data_Analyst,United States,FULL_TIME,,1712666610000.0,27.0,8.0,On-site / Hybrid,Data Analytics,
